,artist,description,height,image,price,size,title,url_id,width,area,price_sqin,price_class,avg_r_value,avg_g_value,avg_b_value,avg_hue,avg_saturation,avg_value
3891,j coleman miller,"Archival inkjet face mounted to thick acrylic with brushed aluminum back and 1"" standoff.",36.0,http://ecx.images-amazon.com/images/I/41FP%2BN2Ry8L._QL70_.jpg,3400.0,"[u'36', u'60', u'2 in.']","Under,",B018DTLS82,60.0,2160.0,1.57407407407,2.0,31.9221494662,52.4382633452,39.9707900356,62.4337295374,139.302419929,52.5010391459
3892,jon glaser,"I photographed this image in Carrabelle, Florida. This image was converted to Black and White and converted to ""High Key"". This is available in the following sizes in addition to custom sizes for any wall 13x19 16x24",16.0,http://ecx.images-amazon.com/images/I/41tUeeJPPZL._QL70_.jpg,470.0,"[u'16', u'24', u'0.1 in.']","Undisclosed,",B00JVBNFXI,24.0,384.0,1.22395833333,2.0,224.465243243,224.465243243,224.465243243,0.0,0.0,224.465243243
3893,judith meyerowitz & gordon gilbert,"The synergy of the image parts coming together heightens the seeming reality and certainty of each scene. Yet simultaneously, the image visually disassembles itself, revealing its own ambiguity and unreality. Therefore, the scenes appear to be both here and not here.",13.0,http://ecx.images-amazon.com/images/I/61OFcQURokL._QL70_.jpg,750.0,"[u'13', u'13 in.']","Unknown Path,",B00I0C8F1G,13.0,169.0,4.43786982249,3.0,110.16612,131.653544,69.064856,42.080396,126.768652,131.88504
3894,fikry botros,A woman wearing huge hat standing in the doorway of an old house. The hat covers her entire face. This photo was selected by National Geographic as Photo of the Day on Dec 30 2014,17.0,http://ecx.images-amazon.com/images/I/51gSOmPpIQL._QL70_.jpg,530.0,"[u'17', u'22 in.']","Unresolved Mystery,",B01F2PIGFS,22.0,374.0,1.41711229947,2.0,94.7034435696,82.8515538058,61.1756535433,58.2564094488,137.779847769,103.128335958
3895,ronnie setter,,24.5,http://ecx.images-amazon.com/images/I/51EetGp2HVL._QL70_.jpg,4500.0,"[u'24.5', u'24.5 in.']","Unter dem Linden,",B00YB82M3K,24.5,600.25,7.49687630154,3.0,108.912381215,96.9451049724,95.1860165746,71.5305248619,57.1990883978,109.845878453
3896,rafaella laroche,"When I took my first photography class, my fascination was instantly lit --- I had found a way to stop, to direct and manipulate, time. Like a conductor and her orchestra, when I have a camera in my hand, I feel timeless and in control of each moment. I aim to pour intentional emotion, symbolism, and narrative into each photograph; to say all and form a strong connection with the viewer without uttering a word. An important part of my evolving creative journey is looking at the artwork of others and working with artists. Mentors like photographer Stephen Ciuccoli and the forever-luminous paintings of Pierre-Auguste Renoir help shape my style. I admire creators who surpass time, who are willing to take a leap towards madness and shed their souls, to risk rejection or adoration in service of their craft.",24.0,http://ecx.images-amazon.com/images/I/51St5GGtn7L._QL70_.jpg,1800.0,"[u'24', u'36 in.']","Untill Morning,",B017MXNHRA,36.0,864.0,2.08333333333,3.0,116.314307263,108.308837989,112.251597765,89.409396648,48.0091340782,122.342117318
3897,bruce heinemann,Autumn forest aspens displaying a riot of fall colors,40.0,http://ecx.images-amazon.com/images/I/61-ZmlmgnwL._QL70_.jpg,550.0,"[u'40', u'32 in.']",Untitled,B00JOSCM6Y,32.0,1280.0,0.4296875,0.0,146.89405102,117.810091837,86.8451938776,37.0466479592,116.916729592,149.49869898
3898,arthur rothstein,"Estate stamp, from the collection of Grace Rothstein on verso.",14.0,http://ecx.images-amazon.com/images/I/51rhjwUgPpL._QL70_.jpg,1200.0,"[u'14', u'11 in.']","Untitled,",B00E59HKNM,11.0,154.0,7.79220779221,3.0,96.2128682171,87.528377261,81.0818139535,13.0763462532,49.1307855297,96.213374677
3899,artur sikora,"Photograph made in Trinity College Dublin, Arts Building. It was selected for 185th Annual Exhibition in Royal Hibernian Academy Gallery in Dublin and also shortlisted for 134th Annual Exhibition in Royal Ulster Academy Gallery in Belfast the same year - 2015. Made with: Holga 120GN camera Kodak TriX 400 120 film This is limited edition (15 pieces) print, pencil signed on print recto and signed, stamped with date, print date and edition number in ink on print verso, printed on beautiful Canson Infinity Rag Photographique museum quality matte paper. Paper size (A3+) 33cm x 48cm (13x19 inch) Print size 22.5cm x 22.5cm (9x9 inch) [unmounted/unframed print]",18.9,http://ecx.images-amazon.com/images/I/31qjVlLQ5YL._QL70_.jpg,334.39,"[u'18.9', u'13 in.']","Untitled,",B0175KQF2E,13.0,245.7,1.36096866097,2.0,5.876104,5.876104,5.876104,0.0,0.0,5.876104
3900,alfred weissenegger,Alfred Weissenegger | Fine Art Photography | Limited Edition of 10 | 45 x 30.5 cm,17.72,http://ecx.images-amazon.com/images/I/61mgSoy%2B%2BcL._QL70_.jpg,800.0,"[u'17.72', u'0.08', u'12.01 in.']","Untitled,",B00NYJ60XU,12.01,212.8172,3.75909465964,3.0,54.6000960961,54.6000960961,54.6000960961,0.0,0.0,54.6000960961
3901,sarah charlesworth,,10.0,http://ecx.images-amazon.com/images/I/416AS885lOL._QL70_.jpg,1200.0,"[u'10', u'8 in.']","Untitled,",B00YVDK4V2,8.0,80.0,15.0,4.0,188.445497462,134.751294416,40.8238274112,19.8047563452,199.798299492,188.477502538
3902,arthur rothstein,"Estate stamp, from the collection of Grace Rothstein on verso.",11.0,http://ecx.images-amazon.com/images/I/51LFZzTZp1L._QL70_.jpg,950.0,"[u'11', u'14 in.']","Untitled,",B00E59GNXK,14.0,154.0,6.16883116883,3.0,129.701481675,124.590356021,121.455298429,11.2036806283,22.4643612565,129.701984293
3903,daniel ashe,"This is a limited edition print, custom framed and signed/numbered by artist. Print/Image actual size: 13.5"" x 17.5"" Epson Premium Luster archival paper, Epson UltraChrome K3 ink Frame/Molding: 3/4"" Black (semi gloss) surround with 2"" depth 4-ply Acid Free Mat (even surround - all sides) Museum grade Plexiglass / UV protected face Wall BuddiesTM hanging system/mounts",17.5,http://ecx.images-amazon.com/images/I/51ysFfTdnKL._QL70_.jpg,950.0,"[u'17.5', u'13.5', u'0.1 in.']","Untitled,",B01E3MSLC4,13.5,236.25,4.02116402116,3.0,150.198875648,150.198875648,150.198875648,0.0,0.0,150.198875648
3904,eiffel chong,"This series is an exploration of Eiffel Chong's ongoing photographic series of abandoned space - capturing the rapid growth in the metropolises of Malaysia and Hong Kong, where collective and personal histories tracing the faint memories of contemporary society are revealed in print. Chong began this series in 2005. Chong's oeuvre is the Freudian notion of Death - a 'dear of extinction'. The images address this in-between state, portraying the pain that lingers not with a place itself but with the things left by human beings at a particular place. In the artist's words, ""the unbearable traumatic feeling in us wanting to know what will happen next after knowing what has happened."" Chong's practice revolves around the idea of fragility, of human life within the rapid flux of a city, and of built structure within an increasingly unpredictable natural environment. In viewing the works, the audience is confronted simultaneously with the remnants of the past, the emptiness of the present and the uncertainty of the future. By carefully interweaving notions of memory, place and identity, Chong constructs scenarios that hinge on the boundary of fiction and reality to play on the psychology of life and death.",31.5,http://ecx.images-amazon.com/images/I/51xOv0uvz3L._QL70_.jpg,2750.0,"[u'31.5', u'39.96 in.']","Untitled #19,",B01313ZF16,39.96,1258.74,2.18472440695,3.0,195.11512,194.31965,194.23606,70.554995,12.332625,198.82251
3905,eiffel chong,"This series is an exploration of Eiffel Chong's ongoing photographic series of abandoned space - capturing the rapid growth in the metropolises of Malaysia and Hong Kong, where collective and personal histories tracing the faint memories of contemporary society are revealed in print. Chong began this series in 2005. Chong's oeuvre is the Freudian notion of Death - a 'dear of extinction'. The images address this in-between state, portraying the pain that lingers not with a place itself but with the things left by human beings at a particular place. In the artist's words, ""the unbearable traumatic feeling in us wanting to know what will happen next after knowing what has happened."" Chong's practice revolves around the idea of fragility, of human life within the rapid flux of a city, and of built structure within an increasingly unpredictable natural environment. In viewing the works, the audience is confronted simultaneously with the remnants of the past, the emptiness of the present and the uncertainty of the future. By carefully interweaving notions of memory, place and identity, Chong constructs scenarios that hinge on the boundary of fiction and reality to play on the psychology of life and death.",31.5,http://ecx.images-amazon.com/images/I/51qmtiD9a0L._QL70_.jpg,2750.0,"[u'31.5', u'39.96 in.']","Untitled #27,",B01313ZVA6,39.96,1258.74,2.18472440695,3.0,111.670485,108.483945,115.01658,87.465995,55.340425,120.73301
3906,eiffel chong,"This series is an exploration of Eiffel Chong's ongoing photographic series of abandoned space - capturing the rapid growth in the metropolises of Malaysia and Hong Kong, where collective and personal histories tracing the faint memories of contemporary society are revealed in print. Chong began this series in 2005. Chong's oeuvre is the Freudian notion of Death - a 'dear of extinction'. The images address this in-between state, portraying the pain that lingers not with a place itself but with the things left by human beings at a particular place. In the artist's words, ""the unbearable traumatic feeling in us wanting to know what will happen next after knowing what has happened."" Chong's practice revolves around the idea of fragility, of human life within the rapid flux of a city, and of built structure within an increasingly unpredictable natural environment. In viewing the works, the audience is confronted simultaneously with the remnants of the past, the emptiness of the present and the uncertainty of the future. By carefully interweaving notions of memory, place and identity, Chong constructs scenarios that hinge on the boundary of fiction and reality to play on the psychology of life and death.",31.5,http://ecx.images-amazon.com/images/I/51Ytx%2BjBQBL._QL70_.jpg,2750.0,"[u'31.5', u'39.96 in.']","Untitled #28,",B01313ZZ5W,39.96,1258.74,2.18472440695,3.0,69.504065,81.340545,117.24073,110.752855,118.146435,118.272
3907,connie sullivan,"This is an exemplary work by the artist, it will be a stunning addition to any space.",13.0,http://ecx.images-amazon.com/images/I/51NnD742hrL._QL70_.jpg,2000.0,"[u'13', u'10 in.']","Untitled #346,",B00EILLNVC,10.0,130.0,15.3846153846,4.0,157.356298734,157.647959494,157.6548,55.6963544304,9.30878987342,158.701250633
3908,connie sullivan,"This is an exemplary work by the artist, it will be a stunning addition to any space.",13.0,http://ecx.images-amazon.com/images/I/51toX-dY7vL._QL70_.jpg,2000.0,"[u'13', u'10 in.']","Untitled #350,",B00EILLPGA,10.0,130.0,15.3846153846,4.0,140.446496203,140.839802532,140.611488608,50.6454531646,10.2678886076,141.685832911
3909,eiffel chong,"This series is an exploration of Eiffel Chong's ongoing photographic series of abandoned space - capturing the rapid growth in the metropolises of Malaysia and Hong Kong, where collective and personal histories tracing the faint memories of contemporary society are revealed in print. Chong began this series in 2005. Chong's oeuvre is the Freudian notion of Death - a 'dear of extinction'. The images address this in-between state, portraying the pain that lingers not with a place itself but with the things left by human beings at a particular place. In the artist's words, ""the unbearable traumatic feeling in us wanting to know what will happen next after knowing what has happened."" Chong's practice revolves around the idea of fragility, of human life within the rapid flux of a city, and of built structure within an increasingly unpredictable natural environment. In viewing the works, the audience is confronted simultaneously with the remnants of the past, the emptiness of the present and the uncertainty of the future. By carefully interweaving notions of memory, place and identity, Chong constructs scenarios that hinge on the boundary of fiction and reality to play on the psychology of life and death.",39.96,http://ecx.images-amazon.com/images/I/51biBD0iNlL._QL70_.jpg,3250.0,"[u'39.96', u'31.5 in.']","Untitled #37,",B0131406QO,31.5,1258.74,2.58194702639,3.0,143.947865,129.122985,115.417285,31.77436,63.595205,145.67273
3910,richard caldicott,"For this color photograph, Caldicott focused on simple geometric shapes, clean lines, using splendid color to define space and structure, and achieving a superb resolution. This is edition 1 of 5.",20.0,http://ecx.images-amazon.com/images/I/41AVDbBTWHL._QL70_.jpg,3500.0,"[u'20', u'24 in.']","UNTITLED (15), 2013,",B013XKKIN2,24.0,480.0,7.29166666667,3.0,226.274965517,104.732183908,123.061241379,101.571340996,147.860237548,228.067908046
3911,brett higham,Brett Higham is an artist who released this piece in 2013,20.5,http://ecx.images-amazon.com/images/I/41zT8gmYiVL._QL70_.jpg,700.0,"[u'20.5', u'16.5', u'1.5 in.']","Untitled (5th and Grand),",B00E0QRL20,16.5,338.25,2.06947524021,3.0,42.3188811881,41.4631188119,42.3677475248,122.351287129,17.4343762376,43.0471534653
3912,sebastien castillo,"Sebastian Castillo takes us to a dream he was able to translate with pace, dynamism and originality. Like most of his achievements, the artist has mixed between three and seven different pictures. Sebastian Castillo is not afraid to saturate his works and realize improbable mixtures until a surprising and original work. For this, he mixes different styles, times and places. The artist, through this photographic work, gives us a different vision of the urban landscape. His art shows us that there are many ways to see the world and to marvel at each element around us.",15.75,http://ecx.images-amazon.com/images/I/51UMghbqciL._QL70_.jpg,590.0,"[u'15.75', u'0.39', u'23.62 in.']","Untitled (60x40 cm),",B015NKOAMK,23.62,372.015,1.58595755547,2.0,107.456779762,90.0997321429,84.109875,51.1326964286,75.58,108.547238095
3913,eric rippert,"In the photographic series Ameriscape, miniature plastic figures - imitation people - are my subjects: faux actors within a film noir-esque landscape. In this milieu, a real viewer is looking at a fictional image of a fictional viewer looking at a real scene.",8.0,http://ecx.images-amazon.com/images/I/41bRlqMZQ6L._QL70_.jpg,625.0,"[u'8', u'10 in.']","Untitled (Ameriscape Series),",B01606L7O0,10.0,80.0,7.8125,3.0,42.1357305389,42.1357305389,42.1357305389,0.0,0.0,42.1357305389
